t,x,y,crs,NO2
2022-10-23,112.73927255226556,-7.15162402049146,b'',3.0124187e-05
2022-10-24,112.73927255226556,-7.15162402049146,b'',
2022-10-25,112.73927255226556,-7.15162402049146,b'',6.975458e-05
2022-10-26,112.73927255226556,-7.15162402049146,b'',
2022-10-27,112.73927255226556,-7.15162402049146,b'',
2022-10-28,112.73927255226556,-7.15162402049146,b'',3.203831e-05
2022-10-29,112.73927255226556,-7.15162402049146,b'',0.00017627042
2022-10-30,112.73927255226556,-7.15162402049146,b'',7.6859505e-05
2022-10-31,112.73927255226556,-7.15162402049146,b'',0.00021757101
2022-11-01,112.73927255226556,-7.15162402049146,b'',
2022-11-02,112.73927255226556,-7.15162402049146,b'',
2022-11-03,112.73927255226556,-7.15162402049146,b'',
2022-11-04,112.73927255226556,-7.15162402049146,b'',
2022-11-05,112.73927255226556,-7.15162402049146,b'',
2022-11-06,112.73927255226556,-7.15162402049146,b'',
2022-11-07,112.73927255226556,-7.15162402049146,b'',
2022-11-08,112.73927255226556,-7.15162402049146,b'',2.7255137e-05
2022-11-09,112.73927255226556,-7.15162402049146,b'',
2022-11-10,112.73927255226556,-7.15162402049146,b'',
2022-11-11,112.73927255226556,-7.15162402049146,b'',
2022-11-12,112.73927255226556,-7.15162402049146,b'',
2022-11-13,112.73927255226556,-7.15162402049146,b'',
2022-11-14,112.73927255226556,-7.15162402049146,b'',
2022-11-15,112.73927255226556,-7.15162402049146,b'',
2022-11-16,112.73927255226556,-7.15162402049146,b'',
2022-11-17,112.73927255226556,-7.15162402049146,b'',3.546491e-05
2022-11-18,112.73927255226556,-7.15162402049146,b'',
2022-11-19,112.73927255226556,-7.15162402049146,b'',
2022-11-20,112.73927255226556,-7.15162402049146,b'',
2022-11-21,112.73927255226556,-7.15162402049146,b'',
2022-11-22,112.73927255226556,-7.15162402049146,b'',5.922312e-05
2022-11-23,112.73927255226556,-7.15162402049146,b'',
2022-11-24,112.73927255226556,-7.15162402049146,b'',
2022-11-25,112.73927255226556,-7.15162402049146,b'',
2022-11-26,112.73927255226556,-7.15162402049146,b'',
2022-11-27,112.73927255226556,-7.15162402049146,b'',
2022-11-28,112.73927255226556,-7.15162402049146,b'',
2022-11-29,112.73927255226556,-7.15162402049146,b'',
2022-11-30,112.73927255226556,-7.15162402049146,b'',
2022-12-01,112.73927255226556,-7.15162402049146,b'',
2022-12-02,112.73927255226556,-7.15162402049146,b'',
2022-12-03,112.73927255226556,-7.15162402049146,b'',
2022-12-04,112.73927255226556,-7.15162402049146,b'',
2022-12-05,112.73927255226556,-7.15162402049146,b'',
2022-12-06,112.73927255226556,-7.15162402049146,b'',5.7198456e-05
2022-12-07,112.73927255226556,-7.15162402049146,b'',
2022-12-08,112.73927255226556,-7.15162402049146,b'',0.0001248137
2022-12-09,112.73927255226556,-7.15162402049146,b'',4.410643e-05
2022-12-10,112.73927255226556,-7.15162402049146,b'',3.6644156e-05
2022-12-11,112.73927255226556,-7.15162402049146,b'',1.369392e-05
2022-12-12,112.73927255226556,-7.15162402049146,b'',
2022-12-13,112.73927255226556,-7.15162402049146,b'',
2022-12-14,112.73927255226556,-7.15162402049146,b'',
2022-12-15,112.73927255226556,-7.15162402049146,b'',4.390975e-05
2022-12-16,112.73927255226556,-7.15162402049146,b'',
2022-12-17,112.73927255226556,-7.15162402049146,b'',
2022-12-18,112.73927255226556,-7.15162402049146,b'',2.4731742e-05
2022-12-19,112.73927255226556,-7.15162402049146,b'',
2022-12-20,112.73927255226556,-7.15162402049146,b'',
2022-12-21,112.73927255226556,-7.15162402049146,b'',9.5636045e-05
2022-12-22,112.73927255226556,-7.15162402049146,b'',
2022-12-23,112.73927255226556,-7.15162402049146,b'',
2022-12-24,112.73927255226556,-7.15162402049146,b'',
2022-12-25,112.73927255226556,-7.15162402049146,b'',
2022-12-26,112.73927255226556,-7.15162402049146,b'',
2022-12-27,112.73927255226556,-7.15162402049146,b'',
2022-12-28,112.73927255226556,-7.15162402049146,b'',
2022-12-29,112.73927255226556,-7.15162402049146,b'',
2022-12-30,112.73927255226556,-7.15162402049146,b'',
2022-12-31,112.73927255226556,-7.15162402049146,b'',
2023-01-01,112.73927255226556,-7.15162402049146,b'',1.9090048e-05
2023-01-02,112.73927255226556,-7.15162402049146,b'',
2023-01-03,112.73927255226556,-7.15162402049146,b'',
2023-01-04,112.73927255226556,-7.15162402049146,b'',2.6787517e-05
2023-01-05,112.73927255226556,-7.15162402049146,b'',7.948015e-05
2023-01-06,112.73927255226556,-7.15162402049146,b'',
2023-01-07,112.73927255226556,-7.15162402049146,b'',3.9210012e-05
2023-01-08,112.73927255226556,-7.15162402049146,b'',6.615612e-05
2023-01-09,112.73927255226556,-7.15162402049146,b'',
2023-01-10,112.73927255226556,-7.15162402049146,b'',8.674984e-05
2023-01-11,112.73927255226556,-7.15162402049146,b'',0.00021952108
2023-01-12,112.73927255226556,-7.15162402049146,b'',2.7864498e-05
2023-01-13,112.73927255226556,-7.15162402049146,b'',0.00013790427
2023-01-14,112.73927255226556,-7.15162402049146,b'',3.820992e-05
2023-01-15,112.73927255226556,-7.15162402049146,b'',
2023-01-16,112.73927255226556,-7.15162402049146,b'',
2023-01-17,112.73927255226556,-7.15162402049146,b'',
2023-01-18,112.73927255226556,-7.15162402049146,b'',
2023-01-19,112.73927255226556,-7.15162402049146,b'',
2023-01-20,112.73927255226556,-7.15162402049146,b'',
2023-01-21,112.73927255226556,-7.15162402049146,b'',
2023-01-22,112.73927255226556,-7.15162402049146,b'',6.18987e-05
2023-01-23,112.73927255226556,-7.15162402049146,b'',
2023-01-24,112.73927255226556,-7.15162402049146,b'',
2023-01-25,112.73927255226556,-7.15162402049146,b'',
2023-01-26,112.73927255226556,-7.15162402049146,b'',
2023-01-27,112.73927255226556,-7.15162402049146,b'',
2023-01-28,112.73927255226556,-7.15162402049146,b'',
2023-01-29,112.73927255226556,-7.15162402049146,b'',
2023-01-30,112.73927255226556,-7.15162402049146,b'',
2023-01-31,112.73927255226556,-7.15162402049146,b'',
2023-02-01,112.73927255226556,-7.15162402049146,b'',
2023-02-02,112.73927255226556,-7.15162402049146,b'',
2023-02-03,112.73927255226556,-7.15162402049146,b'',
2023-02-04,112.73927255226556,-7.15162402049146,b'',
2023-02-05,112.73927255226556,-7.15162402049146,b'',
2023-02-06,112.73927255226556,-7.15162402049146,b'',
2023-02-07,112.73927255226556,-7.15162402049146,b'',
2023-02-08,112.73927255226556,-7.15162402049146,b'',
2023-02-09,112.73927255226556,-7.15162402049146,b'',
2023-02-10,112.73927255226556,-7.15162402049146,b'',
2023-02-11,112.73927255226556,-7.15162402049146,b'',
2023-02-12,112.73927255226556,-7.15162402049146,b'',
2023-02-13,112.73927255226556,-7.15162402049146,b'',
2023-02-14,112.73927255226556,-7.15162402049146,b'',
2023-02-15,112.73927255226556,-7.15162402049146,b'',
2023-02-16,112.73927255226556,-7.15162402049146,b'',
2023-02-17,112.73927255226556,-7.15162402049146,b'',
2023-02-18,112.73927255226556,-7.15162402049146,b'',5.78724e-05
2023-02-19,112.73927255226556,-7.15162402049146,b'',
2023-02-20,112.73927255226556,-7.15162402049146,b'',7.396572e-05
2023-02-21,112.73927255226556,-7.15162402049146,b'',3.096326e-05
2023-02-22,112.73927255226556,-7.15162402049146,b'',
2023-02-23,112.73927255226556,-7.15162402049146,b'',
2023-02-24,112.73927255226556,-7.15162402049146,b'',6.110642e-05
2023-02-25,112.73927255226556,-7.15162402049146,b'',
2023-02-26,112.73927255226556,-7.15162402049146,b'',
2023-02-27,112.73927255226556,-7.15162402049146,b'',
2023-02-28,112.73927255226556,-7.15162402049146,b'',
2023-03-01,112.73927255226556,-7.15162402049146,b'',
2023-03-02,112.73927255226556,-7.15162402049146,b'',
2023-03-03,112.73927255226556,-7.15162402049146,b'',4.6272857e-05
2023-03-04,112.73927255226556,-7.15162402049146,b'',
2023-03-05,112.73927255226556,-7.15162402049146,b'',
2023-03-06,112.73927255226556,-7.15162402049146,b'',4.8393224e-05
2023-03-07,112.73927255226556,-7.15162402049146,b'',7.485649e-05
2023-03-08,112.73927255226556,-7.15162402049146,b'',
2023-03-09,112.73927255226556,-7.15162402049146,b'',
2023-03-10,112.73927255226556,-7.15162402049146,b'',4.0171482e-05
2023-03-11,112.73927255226556,-7.15162402049146,b'',
2023-03-12,112.73927255226556,-7.15162402049146,b'',4.1013733e-05
2023-03-13,112.73927255226556,-7.15162402049146,b'',
2023-03-14,112.73927255226556,-7.15162402049146,b'',
2023-03-15,112.73927255226556,-7.15162402049146,b'',
2023-03-16,112.73927255226556,-7.15162402049146,b'',
2023-03-17,112.73927255226556,-7.15162402049146,b'',
2023-03-18,112.73927255226556,-7.15162402049146,b'',
2023-03-19,112.73927255226556,-7.15162402049146,b'',
2023-03-20,112.73927255226556,-7.15162402049146,b'',
2023-03-21,112.73927255226556,-7.15162402049146,b'',
2023-03-22,112.73927255226556,-7.15162402049146,b'',4.7241738e-05
2023-03-23,112.73927255226556,-7.15162402049146,b'',4.7735564e-05
2023-03-24,112.73927255226556,-7.15162402049146,b'',
2023-03-25,112.73927255226556,-7.15162402049146,b'',
2023-03-26,112.73927255226556,-7.15162402049146,b'',
2023-03-27,112.73927255226556,-7.15162402049146,b'',
2023-03-28,112.73927255226556,-7.15162402049146,b'',
2023-03-29,112.73927255226556,-7.15162402049146,b'',
2023-03-30,112.73927255226556,-7.15162402049146,b'',
2023-03-31,112.73927255226556,-7.15162402049146,b'',
2023-04-01,112.73927255226556,-7.15162402049146,b'',
2023-04-02,112.73927255226556,-7.15162402049146,b'',
2023-04-03,112.73927255226556,-7.15162402049146,b'',
2023-04-04,112.73927255226556,-7.15162402049146,b'',
2023-04-05,112.73927255226556,-7.15162402049146,b'',
2023-04-06,112.73927255226556,-7.15162402049146,b'',
2023-04-07,112.73927255226556,-7.15162402049146,b'',
2023-04-08,112.73927255226556,-7.15162402049146,b'',
2023-04-09,112.73927255226556,-7.15162402049146,b'',5.3683973e-05
2023-04-10,112.73927255226556,-7.15162402049146,b'',
2023-04-11,112.73927255226556,-7.15162402049146,b'',6.251916e-05
2023-04-12,112.73927255226556,-7.15162402049146,b'',6.987037e-05
2023-04-13,112.73927255226556,-7.15162402049146,b'',
2023-04-14,112.73927255226556,-7.15162402049146,b'',
2023-04-15,112.73927255226556,-7.15162402049146,b'',5.9544072e-05
2023-04-16,112.73927255226556,-7.15162402049146,b'',3.0765932e-05
2023-04-17,112.73927255226556,-7.15162402049146,b'',
2023-04-18,112.73927255226556,-7.15162402049146,b'',
2023-04-19,112.73927255226556,-7.15162402049146,b'',2.4070054e-05
2023-04-20,112.73927255226556,-7.15162402049146,b'',
2023-04-21,112.73927255226556,-7.15162402049146,b'',
2023-04-22,112.73927255226556,-7.15162402049146,b'',5.7584048e-06
2023-04-23,112.73927255226556,-7.15162402049146,b'',1.2945015e-05
2023-04-24,112.73927255226556,-7.15162402049146,b'',1.4791427e-05
2023-04-25,112.73927255226556,-7.15162402049146,b'',7.4916807e-06
2023-04-26,112.73927255226556,-7.15162402049146,b'',
2023-04-27,112.73927255226556,-7.15162402049146,b'',
2023-04-28,112.73927255226556,-7.15162402049146,b'',
2023-04-29,112.73927255226556,-7.15162402049146,b'',
2023-04-30,112.73927255226556,-7.15162402049146,b'',3.8281763e-05
2023-05-01,112.73927255226556,-7.15162402049146,b'',
2023-05-02,112.73927255226556,-7.15162402049146,b'',
2023-05-03,112.73927255226556,-7.15162402049146,b'',2.570124e-05
2023-05-04,112.73927255226556,-7.15162402049146,b'',
2023-05-05,112.73927255226556,-7.15162402049146,b'',2.200472e-05
2023-05-06,112.73927255226556,-7.15162402049146,b'',
2023-05-07,112.73927255226556,-7.15162402049146,b'',2.1690308e-05
2023-05-08,112.73927255226556,-7.15162402049146,b'',3.0509102e-05
2023-05-09,112.73927255226556,-7.15162402049146,b'',
2023-05-10,112.73927255226556,-7.15162402049146,b'',
2023-05-11,112.73927255226556,-7.15162402049146,b'',
2023-05-12,112.73927255226556,-7.15162402049146,b'',2.2382854e-05
2023-05-13,112.73927255226556,-7.15162402049146,b'',5.3070653e-05
2023-05-14,112.73927255226556,-7.15162402049146,b'',
2023-05-15,112.73927255226556,-7.15162402049146,b'',1.8644978e-05
2023-05-16,112.73927255226556,-7.15162402049146,b'',
2023-05-17,112.73927255226556,-7.15162402049146,b'',8.463165e-05
2023-05-18,112.73927255226556,-7.15162402049146,b'',3.0245657e-05
2023-05-19,112.73927255226556,-7.15162402049146,b'',4.0129544e-05
2023-05-20,112.73927255226556,-7.15162402049146,b'',3.7606525e-05
2023-05-21,112.73927255226556,-7.15162402049146,b'',2.3730858e-05
2023-05-22,112.73927255226556,-7.15162402049146,b'',3.4438224e-05
2023-05-23,112.73927255226556,-7.15162402049146,b'',2.6099171e-05
2023-05-24,112.73927255226556,-7.15162402049146,b'',1.922712e-06
2023-05-25,112.73927255226556,-7.15162402049146,b'',4.592708e-05
2023-05-26,112.73927255226556,-7.15162402049146,b'',1.4712682e-05
2023-05-27,112.73927255226556,-7.15162402049146,b'',3.4404682e-05
2023-05-28,112.73927255226556,-7.15162402049146,b'',5.5285152e-05
2023-05-29,112.73927255226556,-7.15162402049146,b'',3.6458583e-05
2023-05-30,112.73927255226556,-7.15162402049146,b'',3.3418182e-05
2023-05-31,112.73927255226556,-7.15162402049146,b'',2.3408524e-05
2023-06-01,112.73927255226556,-7.15162402049146,b'',2.2716657e-05
2023-06-02,112.73927255226556,-7.15162402049146,b'',
2023-06-03,112.73927255226556,-7.15162402049146,b'',1.2606676e-05
2023-06-04,112.73927255226556,-7.15162402049146,b'',3.4499026e-05
2023-06-05,112.73927255226556,-7.15162402049146,b'',2.5967145e-05
2023-06-06,112.73927255226556,-7.15162402049146,b'',3.1441305e-05
2023-06-07,112.73927255226556,-7.15162402049146,b'',1.6355587e-05
2023-06-08,112.73927255226556,-7.15162402049146,b'',3.7198522e-05
2023-06-09,112.73927255226556,-7.15162402049146,b'',3.508189e-05
2023-06-10,112.73927255226556,-7.15162402049146,b'',4.1884858e-05
2023-06-11,112.73927255226556,-7.15162402049146,b'',2.4353134e-05
2023-06-12,112.73927255226556,-7.15162402049146,b'',9.600499e-06
2023-06-13,112.73927255226556,-7.15162402049146,b'',4.6080204e-05
2023-06-14,112.73927255226556,-7.15162402049146,b'',3.781054e-05
2023-06-15,112.73927255226556,-7.15162402049146,b'',2.8554421e-05
2023-06-16,112.73927255226556,-7.15162402049146,b'',2.3531022e-05
2023-06-17,112.73927255226556,-7.15162402049146,b'',3.3024473e-05
2023-06-18,112.73927255226556,-7.15162402049146,b'',7.9554675e-06
2023-06-19,112.73927255226556,-7.15162402049146,b'',4.036798e-05
2023-06-20,112.73927255226556,-7.15162402049146,b'',2.1801876e-05
2023-06-21,112.73927255226556,-7.15162402049146,b'',5.9813185e-05
2023-06-22,112.73927255226556,-7.15162402049146,b'',2.5447958e-05
2023-06-23,112.73927255226556,-7.15162402049146,b'',9.746874e-06
2023-06-24,112.73927255226556,-7.15162402049146,b'',3.771591e-05
2023-06-25,112.73927255226556,-7.15162402049146,b'',3.5120847e-05
2023-06-26,112.73927255226556,-7.15162402049146,b'',0.00013433542
2023-06-27,112.73927255226556,-7.15162402049146,b'',3.6273377e-05
2023-06-28,112.73927255226556,-7.15162402049146,b'',2.280083e-05
2023-06-29,112.73927255226556,-7.15162402049146,b'',3.206588e-05
2023-06-30,112.73927255226556,-7.15162402049146,b'',1.103175e-05
2023-07-01,112.73927255226556,-7.15162402049146,b'',3.0496247e-05
2023-07-02,112.73927255226556,-7.15162402049146,b'',2.7122778e-05
2023-07-03,112.73927255226556,-7.15162402049146,b'',
2023-07-04,112.73927255226556,-7.15162402049146,b'',0.000121415505
2023-07-05,112.73927255226556,-7.15162402049146,b'',2.7931505e-05
2023-07-06,112.73927255226556,-7.15162402049146,b'',3.5376586e-05
2023-07-07,112.73927255226556,-7.15162402049146,b'',
2023-07-08,112.73927255226556,-7.15162402049146,b'',
2023-07-09,112.73927255226556,-7.15162402049146,b'',1.8105817e-05
2023-07-10,112.73927255226556,-7.15162402049146,b'',3.1401294e-05
2023-07-11,112.73927255226556,-7.15162402049146,b'',3.6884438e-05
2023-07-12,112.73927255226556,-7.15162402049146,b'',0.00019274263
2023-07-13,112.73927255226556,-7.15162402049146,b'',2.5785821e-05
2023-07-14,112.73927255226556,-7.15162402049146,b'',3.6482197e-05
2023-07-15,112.73927255226556,-7.15162402049146,b'',2.258285e-05
2023-07-16,112.73927255226556,-7.15162402049146,b'',3.139615e-05
2023-07-17,112.73927255226556,-7.15162402049146,b'',1.3703927e-05
2023-07-18,112.73927255226556,-7.15162402049146,b'',2.323363e-05
2023-07-19,112.73927255226556,-7.15162402049146,b'',2.72065e-05
2023-07-20,112.73927255226556,-7.15162402049146,b'',2.2190554e-05
2023-07-21,112.73927255226556,-7.15162402049146,b'',7.03399e-05
2023-07-22,112.73927255226556,-7.15162402049146,b'',3.4616387e-05
2023-07-23,112.73927255226556,-7.15162402049146,b'',4.412074e-05
2023-07-24,112.73927255226556,-7.15162402049146,b'',2.5591664e-05
2023-07-25,112.73927255226556,-7.15162402049146,b'',1.3464786e-05
2023-07-26,112.73927255226556,-7.15162402049146,b'',4.501983e-05
2023-07-27,112.73927255226556,-7.15162402049146,b'',2.743235e-05
2023-07-28,112.73927255226556,-7.15162402049146,b'',1.075979e-05
2023-07-29,112.73927255226556,-7.15162402049146,b'',3.6617177e-05
2023-07-30,112.73927255226556,-7.15162402049146,b'',2.0904481e-05
2023-07-31,112.73927255226556,-7.15162402049146,b'',1.8047514e-05
2023-08-01,112.73927255226556,-7.15162402049146,b'',1.3697525e-05
2023-08-02,112.73927255226556,-7.15162402049146,b'',2.4885614e-05
2023-08-03,112.73927255226556,-7.15162402049146,b'',2.3081178e-05
2023-08-04,112.73927255226556,-7.15162402049146,b'',2.4218429e-05
2023-08-05,112.73927255226556,-7.15162402049146,b'',2.6192383e-05
2023-08-06,112.73927255226556,-7.15162402049146,b'',
2023-08-07,112.73927255226556,-7.15162402049146,b'',2.259511e-05
2023-08-08,112.73927255226556,-7.15162402049146,b'',1.4133539e-05
2023-08-09,112.73927255226556,-7.15162402049146,b'',2.6219292e-05
2023-08-10,112.73927255226556,-7.15162402049146,b'',2.145569e-05
2023-08-11,112.73927255226556,-7.15162402049146,b'',4.4257686e-05
2023-08-12,112.73927255226556,-7.15162402049146,b'',1.3985163e-05
2023-08-13,112.73927255226556,-7.15162402049146,b'',1.8726723e-05
2023-08-14,112.73927255226556,-7.15162402049146,b'',2.3540897e-05
2023-08-15,112.73927255226556,-7.15162402049146,b'',2.641106e-05
2023-08-16,112.73927255226556,-7.15162402049146,b'',6.4544215e-06
2023-08-17,112.73927255226556,-7.15162402049146,b'',2.3753237e-05
2023-08-18,112.73927255226556,-7.15162402049146,b'',1.7347824e-05
2023-08-19,112.73927255226556,-7.15162402049146,b'',3.56894e-05
2023-08-20,112.73927255226556,-7.15162402049146,b'',1.21834455e-05
2023-08-21,112.73927255226556,-7.15162402049146,b'',1.4039259e-05
2023-08-22,112.73927255226556,-7.15162402049146,b'',2.1528162e-05
2023-08-23,112.73927255226556,-7.15162402049146,b'',1.9249e-05
2023-08-24,112.73927255226556,-7.15162402049146,b'',1.2086688e-05
2023-08-25,112.73927255226556,-7.15162402049146,b'',2.4133245e-05
2023-08-26,112.73927255226556,-7.15162402049146,b'',3.495738e-06
2023-08-27,112.73927255226556,-7.15162402049146,b'',2.6743934e-05
2023-08-28,112.73927255226556,-7.15162402049146,b'',6.917404e-06
2023-08-29,112.73927255226556,-7.15162402049146,b'',3.4730387e-05
2023-08-30,112.73927255226556,-7.15162402049146,b'',5.8193127e-06
2023-08-31,112.73927255226556,-7.15162402049146,b'',2.1084972e-05
2023-09-01,112.73927255226556,-7.15162402049146,b'',2.4463014e-05
2023-09-02,112.73927255226556,-7.15162402049146,b'',2.6442456e-05
2023-09-03,112.73927255226556,-7.15162402049146,b'',2.9618692e-05
2023-09-04,112.73927255226556,-7.15162402049146,b'',2.5503869e-05
2023-09-05,112.73927255226556,-7.15162402049146,b'',1.8461868e-05
2023-09-06,112.73927255226556,-7.15162402049146,b'',1.6717611e-05
2023-09-07,112.73927255226556,-7.15162402049146,b'',0.00012632928
2023-09-08,112.73927255226556,-7.15162402049146,b'',1.3876094e-05
2023-09-09,112.73927255226556,-7.15162402049146,b'',4.0371233e-05
2023-09-10,112.73927255226556,-7.15162402049146,b'',1.6375736e-05
2023-09-11,112.73927255226556,-7.15162402049146,b'',
2023-09-12,112.73927255226556,-7.15162402049146,b'',1.4802396e-05
2023-09-13,112.73927255226556,-7.15162402049146,b'',1.7978575e-05
2023-09-14,112.73927255226556,-7.15162402049146,b'',
2023-09-15,112.73927255226556,-7.15162402049146,b'',3.0313598e-05
2023-09-16,112.73927255226556,-7.15162402049146,b'',1.4366435e-05
2023-09-17,112.73927255226556,-7.15162402049146,b'',2.2527194e-05
2023-09-18,112.73927255226556,-7.15162402049146,b'',2.8059096e-05
2023-09-19,112.73927255226556,-7.15162402049146,b'',2.8666303e-05
2023-09-20,112.73927255226556,-7.15162402049146,b'',4.420403e-05
2023-09-21,112.73927255226556,-7.15162402049146,b'',2.9888353e-05
2023-09-22,112.73927255226556,-7.15162402049146,b'',4.908775e-05
2023-09-23,112.73927255226556,-7.15162402049146,b'',3.1472482e-05
2023-09-24,112.73927255226556,-7.15162402049146,b'',1.5907539e-05
2023-09-25,112.73927255226556,-7.15162402049146,b'',2.9555771e-05
2023-09-26,112.73927255226556,-7.15162402049146,b'',1.1254499e-05
2023-09-27,112.73927255226556,-7.15162402049146,b'',1.9700705e-05
2023-09-28,112.73927255226556,-7.15162402049146,b'',2.1635115e-05
2023-09-29,112.73927255226556,-7.15162402049146,b'',1.4444803e-05
2023-09-30,112.73927255226556,-7.15162402049146,b'',2.8116372e-05
2023-10-01,112.73927255226556,-7.15162402049146,b'',2.8451443e-05
2023-10-02,112.73927255226556,-7.15162402049146,b'',2.7542199e-05
2023-10-03,112.73927255226556,-7.15162402049146,b'',5.5611923e-05
2023-10-04,112.73927255226556,-7.15162402049146,b'',1.3256586e-05
2023-10-05,112.73927255226556,-7.15162402049146,b'',4.7527997e-06
2023-10-06,112.73927255226556,-7.15162402049146,b'',1.2984149e-05
2023-10-07,112.73927255226556,-7.15162402049146,b'',6.4151013e-06
2023-10-08,112.73927255226556,-7.15162402049146,b'',1.5309768e-05
2023-10-09,112.73927255226556,-7.15162402049146,b'',4.434605e-06
2023-10-10,112.73927255226556,-7.15162402049146,b'',3.5261e-05
2023-10-11,112.73927255226556,-7.15162402049146,b'',3.6647074e-05
2023-10-12,112.73927255226556,-7.15162402049146,b'',2.0197625e-05
2023-10-13,112.73927255226556,-7.15162402049146,b'',1.9445177e-05
2023-10-14,112.73927255226556,-7.15162402049146,b'',2.2857388e-05
2023-10-15,112.73927255226556,-7.15162402049146,b'',
2023-10-16,112.73927255226556,-7.15162402049146,b'',1.9910623e-05
2023-10-17,112.73927255226556,-7.15162402049146,b'',3.136566e-05
2023-10-18,112.73927255226556,-7.15162402049146,b'',2.1630907e-05
2023-10-19,112.73927255226556,-7.15162402049146,b'',3.1183856e-05
2023-10-20,112.73927255226556,-7.15162402049146,b'',2.4779072e-05
2023-10-21,112.73927255226556,-7.15162402049146,b'',3.2345513e-05
2023-10-22,112.73927255226556,-7.15162402049146,b'',3.5551224e-05
2023-10-23,112.73927255226556,-7.15162402049146,b'',
2023-10-24,112.73927255226556,-7.15162402049146,b'',3.173237e-05
2023-10-25,112.73927255226556,-7.15162402049146,b'',5.8309483e-06
2023-10-26,112.73927255226556,-7.15162402049146,b'',3.3813234e-05
2023-10-27,112.73927255226556,-7.15162402049146,b'',3.4855566e-05
2023-10-28,112.73927255226556,-7.15162402049146,b'',2.7834854e-05
2023-10-29,112.73927255226556,-7.15162402049146,b'',2.9118837e-05
2023-10-30,112.73927255226556,-7.15162402049146,b'',4.082157e-05
2023-10-31,112.73927255226556,-7.15162402049146,b'',
2023-11-01,112.73927255226556,-7.15162402049146,b'',8.118962e-06
2023-11-02,112.73927255226556,-7.15162402049146,b'',3.3549135e-05
2023-11-03,112.73927255226556,-7.15162402049146,b'',
2023-11-04,112.73927255226556,-7.15162402049146,b'',
